date,index_name,total_returns_index,net_total_return_index
2023-04-03,NIFTY 500,22678.03,21601.53
2023-04-05,NIFTY 500,22844.93,21760.5
2023-04-06,NIFTY 500,22922.21,21833.05
2023-04-10,NIFTY 500,22970.96,21879.48
2023-04-11,NIFTY 500,23090.27,21993.08
2023-04-12,NIFTY 500,23205.72,22103.03
2023-04-13,NIFTY 500,23227.12,22123.03
2023-04-17,NIFTY 500,23149.56,22049.15
2023-04-18,NIFTY 500,23138.2,22038.23
2023-04-19,NIFTY 500,23075.89,21978.87
2023-04-20,NIFTY 500,23083.44,21986.06
2023-04-21,NIFTY 500,23061.48,21964.97
2023-04-24,NIFTY 500,23190.5,22087.85
2023-04-25,NIFTY 500,23230.2,22125.66
2023-04-26,NIFTY 500,23290.3,22182.9
2023-04-27,NIFTY 500,23415.66,22302.29
2023-04-28,NIFTY 500,23643.94,22518.68
2023-05-02,NIFTY 500,23770.12,22638.85
2023-05-03,NIFTY 500,23732.29,22602.83
2023-05-04,NIFTY 500,23932.9,22793.8
2023-05-05,NIFTY 500,23735.76,22606.04
2023-05-08,NIFTY 500,23966.42,22825.73
2023-05-09,NIFTY 500,23956.36,22815.91
2023-05-10,NIFTY 500,24027.2,22883.32
2023-05-11,NIFTY 500,24055.22,22910.0
2023-05-12,NIFTY 500,24044.99,22900.21
2023-05-15,NIFTY 500,24157.41,23007.28
2023-05-16,NIFTY 500,24100.95,22946.08
2023-05-17,NIFTY 500,23998.15,22848.21
2023-05-18,NIFTY 500,23897.44,22752.32
2023-05-19,NIFTY 500,23970.65,22821.64
2023-05-22,NIFTY 500,24120.68,22964.49
2023-05-23,NIFTY 500,24184.07,23024.8
2023-05-24,NIFTY 500,24139.55,22982.36
2023-05-25,NIFTY 500,24200.87,23040.69
2023-05-26,NIFTY 500,24420.97,23250.24
2023-05-29,NIFTY 500,24538.66,23362.28
2023-05-30,NIFTY 500,24580.88,23397.73
2023-05-31,NIFTY 500,24538.09,23352.8
2023-06-01,NIFTY 500,24528.9,23344.0
2023-06-02,NIFTY 500,24622.76,23429.96
2023-06-05,NIFTY 500,24698.02,23501.58
2023-06-06,NIFTY 500,24727.42,23529.55
2023-06-07,NIFTY 500,24927.81,23720.1
2023-06-08,NIFTY 500,24794.46,23593.21
2023-06-09,NIFTY 500,24728.83,23530.06
2023-06-12,NIFTY 500,24809.86,23606.92
2023-06-13,NIFTY 500,24995.38,23783.44
2023-06-14,NIFTY 500,25051.74,23836.58
2023-06-15,NIFTY 500,25016.49,23801.92
2023-06-16,NIFTY 500,25210.05,23985.26
2023-06-19,NIFTY 500,25152.76,23929.86
2023-06-20,NIFTY 500,25242.91,24013.99
2023-06-21,NIFTY 500,25307.38,24073.64
2023-06-22,NIFTY 500,25151.71,23924.14
2023-06-23,NIFTY 500,24951.37,23733.43
2023-06-26,NIFTY 500,25036.52,23814.32
2023-06-27,NIFTY 500,25188.25,23958.64
2023-06-28,NIFTY 500,25365.6,24127.29
2023-06-30,NIFTY 500,25605.81,24354.01
2023-07-03,NIFTY 500,25758.55,24499.26
2023-07-04,NIFTY 500,25802.39,24540.22
2023-07-05,NIFTY 500,25866.77,24601.22
2023-07-06,NIFTY 500,26019.5,24746.42
2023-07-07,NIFTY 500,25819.68,24555.5
2023-07-10,NIFTY 500,25802.98,24539.45
2023-07-11,NIFTY 500,25951.75,24680.51
2023-07-12,NIFTY 500,25941.03,24670.3
2023-07-13,NIFTY 500,25915.16,24645.49
2023-07-14,NIFTY 500,26140.06,24858.09
2023-07-17,NIFTY 500,26306.4,25016.25
2023-07-18,NIFTY 500,26306.44,25016.21
2023-07-19,NIFTY 500,26433.69,25137.18
2023-07-20,NIFTY 500,26576.66,25272.18
2023-07-21,NIFTY 500,26363.76,25068.04
2023-07-24,NIFTY 500,26302.9,25010.14
2023-07-25,NIFTY 500,26352.58,25057.33
2023-07-26,NIFTY 500,26474.86,25173.45
2023-07-27,NIFTY 500,26390.08,25092.33
2023-07-28,NIFTY 500,26439.89,25138.04
2023-07-31,NIFTY 500,26612.52,25302.17
2023-08-01,NIFTY 500,26600.66,25290.8
2023-08-02,NIFTY 500,26308.16,25011.04
2023-08-03,NIFTY 500,26176.98,24885.41
2023-08-04,NIFTY 500,26362.94,25061.82
2023-08-07,NIFTY 500,26465.57,25159.3
2023-08-08,NIFTY 500,26454.63,25148.09
2023-08-09,NIFTY 500,26551.16,25237.27
2023-08-10,NIFTY 500,26451.46,25142.45
2023-08-11,NIFTY 500,26335.87,25030.54
2023-08-14,NIFTY 500,26285.2,24981.62
2023-08-16,NIFTY 500,26328.16,25022.45
2023-08-17,NIFTY 500,26249.46,24947.5
2023-08-18,NIFTY 500,26183.37,24883.77
2023-08-21,NIFTY 500,26337.03,25028.39
2023-08-22,NIFTY 500,26420.68,25107.74
2023-08-23,NIFTY 500,26491.09,25174.63
2023-08-24,NIFTY 500,26459.92,25144.91
2023-08-25,NIFTY 500,26289.91,24983.08
2023-08-28,NIFTY 500,26374.96,25063.91
2023-08-29,NIFTY 500,26456.41,25141.28
2023-08-30,NIFTY 500,26521.52,25203.14
2023-08-31,NIFTY 500,26451.77,25136.7
2023-09-01,NIFTY 500,26687.23,25360.32
2023-09-04,NIFTY 500,26853.57,25518.38
2023-09-05,NIFTY 500,26964.77,25624.05
2023-09-06,NIFTY 500,27015.63,25672.37
2023-09-07,NIFTY 500,27173.35,25822.15
2023-09-08,NIFTY 500,27333.04,25973.67
2023-09-11,NIFTY 500,27592.63,26220.3
2023-09-12,NIFTY 500,27291.38,25926.57
2023-09-13,NIFTY 500,27394.9,26024.91
2023-09-14,NIFTY 500,27515.02,26138.99
2023-09-15,NIFTY 500,27612.99,26231.86
2023-09-18,NIFTY 500,27531.77,26154.46
2023-09-20,NIFTY 500,27275.34,25910.8
2023-09-21,NIFTY 500,27047.52,25692.05
2023-09-22,NIFTY 500,26981.05,25627.79
2023-09-25,NIFTY 500,26999.45,25645.26
2023-09-26,NIFTY 500,27006.0,25651.49
2023-09-27,NIFTY 500,27107.39,25747.79
2023-09-28,NIFTY 500,26840.81,25494.36
2023-09-29,NIFTY 500,27031.74,25675.71
2023-10-03,NIFTY 500,26972.02,25619.0
2023-10-04,NIFTY 500,26766.76,25424.03
2023-10-05,NIFTY 500,26880.39,25531.96
2023-10-06,NIFTY 500,27033.29,25677.18
2023-10-09,NIFTY 500,26773.95,25430.86
2023-10-10,NIFTY 500,27048.54,25691.68
2023-10-11,NIFTY 500,27211.1,25846.08
2023-10-12,NIFTY 500,27230.45,25864.46
2023-10-13,NIFTY 500,27184.52,25820.84
2023-10-16,NIFTY 500,27188.68,25824.79
2023-10-17,NIFTY 500,27305.47,25935.69
2023-10-18,NIFTY 500,27112.09,25752.01
2023-10-19,NIFTY 500,27061.52,25703.56
2023-10-20,NIFTY 500,26905.17,25554.45
2023-10-23,NIFTY 500,26404.83,25079.23
2023-10-25,NIFTY 500,26217.58,24898.48
2023-10-26,NIFTY 500,25896.34,24593.4
2023-10-27,NIFTY 500,26225.88,24906.13
2023-10-30,NIFTY 500,26320.74,24996.21
2023-10-31,NIFTY 500,26281.76,24959.18
2023-11-01,NIFTY 500,26176.34,24858.8
2023-11-02,NIFTY 500,26428.25,25096.88
2023-11-03,NIFTY 500,26603.2,25262.43
2023-11-06,NIFTY 500,26852.91,25499.16
2023-11-07,NIFTY 500,26897.88,25541.74
2023-11-08,NIFTY 500,27010.76,25648.85
2023-11-09,NIFTY 500,26947.4,25588.56
2023-11-10,NIFTY 500,27007.31,25644.19
2023-11-12,NIFTY 500,27170.84,25799.47
2023-11-13,NIFTY 500,27105.14,25736.89
2023-11-15,NIFTY 500,27402.22,26018.84
2023-11-16,NIFTY 500,27539.17,26147.95
2023-11-17,NIFTY 500,27551.74,26159.67
2023-11-20,NIFTY 500,27510.09,26120.03
2023-11-21,NIFTY 500,27594.87,26197.84
2023-11-22,NIFTY 500,27595.66,26198.44
2023-11-23,NIFTY 500,27614.05,26215.89
2023-11-24,NIFTY 500,27621.9,26223.02
2023-11-28,NIFTY 500,27775.75,26369.07
2023-11-29,NIFTY 500,28029.82,26610.28
2023-11-30,NIFTY 500,28161.16,26734.96
2023-12-01,NIFTY 500,28360.55,26924.25
2023-12-04,NIFTY 500,28882.17,27419.46
2023-12-05,NIFTY 500,29101.4,27627.58
2023-12-06,NIFTY 500,29244.57,27763.5
2023-12-07,NIFTY 500,29281.91,27798.95
2023-12-08,NIFTY 500,29281.34,27798.42
2023-12-11,NIFTY 500,29385.81,27897.59
2023-12-12,NIFTY 500,29255.2,27769.55
2023-12-13,NIFTY 500,29356.39,27865.58
2023-12-14,NIFTY 500,29704.91,28196.33
2023-12-15,NIFTY 500,29972.97,28450.77
2023-12-18,NIFTY 500,29989.39,28466.36
2023-12-19,NIFTY 500,30010.85,28486.73
2023-12-20,NIFTY 500,29400.59,27907.46
2023-12-21,NIFTY 500,29654.71,28148.68
2023-12-22,NIFTY 500,29831.49,28316.47
2023-12-26,NIFTY 500,29978.9,28456.4
2023-12-27,NIFTY 500,30210.78,28675.91
2023-12-28,NIFTY 500,30370.94,28827.93
2023-12-29,NIFTY 500,30417.8,28872.4
2024-01-01,NIFTY 500,30480.99,28932.38
2024-01-02,NIFTY 500,30400.92,28855.71
2024-01-03,NIFTY 500,30320.7,28779.57
2024-01-04,NIFTY 500,30593.27,29038.28
2024-01-05,NIFTY 500,30670.51,29111.6
2024-01-08,NIFTY 500,30399.86,28854.7
2024-01-09,NIFTY 500,30465.39,28916.91
2024-01-10,NIFTY 500,30556.65,29003.39
2024-01-11,NIFTY 500,30660.78,29102.22
2024-01-12,NIFTY 500,30913.19,29341.81
2024-01-15,NIFTY 500,31132.31,29549.79
2024-01-16,NIFTY 500,31041.51,29463.6
2024-01-17,NIFTY 500,30509.29,28958.44
2024-01-18,NIFTY 500,30395.29,28850.23
2024-01-19,NIFTY 500,30703.17,29140.67
2024-01-20,NIFTY 500,30696.16,29134.01
2024-01-23,NIFTY 500,30076.99,28546.32
2024-01-24,NIFTY 500,30460.23,28909.99
2024-01-25,NIFTY 500,30369.59,28823.93
2024-01-29,NIFTY 500,30868.87,29297.73
2024-01-30,NIFTY 500,30654.14,29093.82
2024-01-31,NIFTY 500,31011.17,29432.64
2024-02-01,NIFTY 500,30972.56,29395.36
2024-02-02,NIFTY 500,31181.94,29594.0
2024-02-05,NIFTY 500,31092.89,29509.32
2024-02-06,NIFTY 500,31378.02,29778.63
2024-02-07,NIFTY 500,31497.14,29891.14
2024-02-08,NIFTY 500,31317.58,29718.13
2024-02-09,NIFTY 500,31279.68,29681.5
2024-02-12,NIFTY 500,30831.81,29256.35
2024-02-13,NIFTY 500,31000.76,29416.61
2024-02-14,NIFTY 500,31219.36,29623.94
2024-02-15,NIFTY 500,31403.73,29797.85
2024-02-16,NIFTY 500,31609.27,29991.72
2024-02-19,NIFTY 500,31728.7,30105.04
2024-02-20,NIFTY 500,31781.65,30154.21
2024-02-21,NIFTY 500,31557.54,29940.77
2024-02-22,NIFTY 500,31802.39,30172.9
2024-02-23,NIFTY 500,31849.62,30217.5
2024-02-26,NIFTY 500,31759.23,30131.72
2024-02-27,NIFTY 500,31817.3,30186.53
2024-02-28,NIFTY 500,31390.09,29781.22
2024-02-29,NIFTY 500,31499.31,29884.84
2024-03-01,NIFTY 500,31906.58,30271.23
2024-03-02,NIFTY 500,32018.73,30377.63
2024-03-04,NIFTY 500,32035.51,30393.55
2024-03-05,NIFTY 500,31957.1,30317.95
2024-03-06,NIFTY 500,31953.91,30314.77
2024-03-07,NIFTY 500,32040.62,30397.01
2024-03-11,NIFTY 500,31811.65,30179.78
2024-03-12,NIFTY 500,31627.67,30005.24
2024-03-13,NIFTY 500,30804.35,29224.16
2024-03-14,NIFTY 500,31227.76,29625.85
2024-03-15,NIFTY 500,31085.07,29490.0
2024-03-18,NIFTY 500,31113.75,29517.08
2024-03-19,NIFTY 500,30749.48,29171.41
2024-03-20,NIFTY 500,30783.19,29203.39
2024-03-21,NIFTY 500,31199.42,29598.13
2024-03-22,NIFTY 500,31353.21,29743.72
2024-03-26,NIFTY 500,31369.91,29759.56
2024-03-27,NIFTY 500,31499.32,29882.33
2024-03-28,NIFTY 500,31763.25,30132.37
2024-04-01,NIFTY 500,32135.55,30485.55
2024-04-02,NIFTY 500,32256.66,30600.42
2024-04-03,NIFTY 500,32313.03,30653.59
2024-04-04,NIFTY 500,32405.59,30741.37
2024-04-05,NIFTY 500,32484.71,30816.42
2024-04-08,NIFTY 500,32647.88,30971.2
2024-04-09,NIFTY 500,32603.32,30928.94
2024-04-10,NIFTY 500,32798.55,31114.13
2024-04-12,NIFTY 500,32532.43,30861.68
2024-04-15,NIFTY 500,32114.13,30464.87
2024-04-16,NIFTY 500,32026.71,30381.93
2024-04-18,NIFTY 500,31872.54,30235.68
2024-04-19,NIFTY 500,31967.61,30325.82
2024-04-22,NIFTY 500,32265.09,30608.02
2024-04-23,NIFTY 500,32387.08,30723.14
2024-04-24,NIFTY 500,32509.43,30839.2
2024-04-25,NIFTY 500,32724.61,31043.33
2024-04-26,NIFTY 500,32679.86,31000.82
2024-04-29,NIFTY 500,32919.57,31228.21
2024-04-30,NIFTY 500,32927.38,31235.62
2024-05-02,NIFTY 500,33063.0,31364.26
2024-05-03,NIFTY 500,32868.94,31180.05
2024-05-06,NIFTY 500,32720.6,31039.34
2024-05-07,NIFTY 500,32365.34,30701.24
2024-05-08,NIFTY 500,32473.36,30803.69
2024-05-09,NIFTY 500,31908.53,30267.91
2024-05-10,NIFTY 500,32132.23,30473.53
2024-05-13,NIFTY 500,32197.97,30535.88
2024-05-14,NIFTY 500,32469.95,30793.66
2024-05-15,NIFTY 500,32561.48,30880.27
2024-05-16,NIFTY 500,32860.88,31162.95
2024-05-17,NIFTY 500,33073.63,31364.71
2024-05-18,NIFTY 500,33199.1,31483.69
2024-05-21,NIFTY 500,33266.91,31548.0
2024-05-22,NIFTY 500,33357.18,31630.97
2024-05-23,NIFTY 500,33752.67,32006.0
2024-05-24,NIFTY 500,33744.48,31995.0
2024-05-27,NIFTY 500,33759.03,32008.79
2024-05-28,NIFTY 500,33593.17,31851.51
2024-05-29,NIFTY 500,33387.37,31656.39
2024-05-30,NIFTY 500,33045.31,31332.06
2024-05-31,NIFTY 500,33168.2,31443.79
2024-06-03,NIFTY 500,34259.21,32478.05
2024-06-04,NIFTY 500,31956.22,30291.84
2024-06-05,NIFTY 500,33104.99,31380.76
2024-06-06,NIFTY 500,33593.36,31843.69
2024-06-07,NIFTY 500,34221.81,32439.01
2024-06-10,NIFTY 500,34291.15,32502.38
2024-06-11,NIFTY 500,34365.13,32571.32
2024-06-12,NIFTY 500,34536.95,32734.08
2024-06-13,NIFTY 500,34715.59,32903.3
2024-06-14,NIFTY 500,34943.92,33117.38
2024-06-18,NIFTY 500,35127.1,33290.42
2024-06-19,NIFTY 500,34963.41,33134.98
2024-06-20,NIFTY 500,35096.03,33259.2
2024-06-21,NIFTY 500,34991.85,33144.82
2024-06-24,NIFTY 500,35075.14,33223.7
2024-06-25,NIFTY 500,35204.26,33345.82
2024-06-26,NIFTY 500,35308.41,33444.46
2024-06-27,NIFTY 500,35467.61,33595.05
2024-06-28,NIFTY 500,35506.97,33630.76
2024-07-01,NIFTY 500,35771.61,33881.32
2024-07-02,NIFTY 500,35693.16,33804.16
2024-07-03,NIFTY 500,35966.18,34062.7
2024-07-04,NIFTY 500,36066.06,34156.99
2024-07-05,NIFTY 500,36187.04,34270.12
2024-07-08,NIFTY 500,36161.2,34245.62
2024-07-09,NIFTY 500,36314.78,34390.57
2024-07-10,NIFTY 500,36173.97,34256.93
2024-07-11,NIFTY 500,36217.5,34298.14
2024-07-12,NIFTY 500,36362.3,34433.38
2024-07-15,NIFTY 500,36542.56,34604.04
2024-07-16,NIFTY 500,36536.66,34597.63
2024-07-18,NIFTY 500,36546.2,34606.49
2024-07-19,NIFTY 500,35989.82,34077.32
2024-07-22,NIFTY 500,36130.29,34210.28
2024-07-23,NIFTY 500,36011.83,34097.31
2024-07-24,NIFTY 500,36101.16,34181.73
2024-07-25,NIFTY 500,36094.83,34175.67
2024-07-26,NIFTY 500,36686.77,34735.78
2024-07-29,NIFTY 500,36848.02,34888.37
2024-07-30,NIFTY 500,36923.23,34959.19
2024-07-31,NIFTY 500,37066.08,35094.17
2024-08-01,NIFTY 500,37029.53,35059.22
2024-08-02,NIFTY 500,36647.21,34695.64
2024-08-05,NIFTY 500,35519.5,33627.53
2024-08-06,NIFTY 500,35364.14,33480.26
2024-08-07,NIFTY 500,36012.32,34091.85
2024-08-08,NIFTY 500,35786.64,33878.2
2024-08-09,NIFTY 500,36133.36,34204.29
2024-08-12,NIFTY 500,36135.49,34203.1
2024-08-13,NIFTY 500,35804.66,33889.86
2024-08-14,NIFTY 500,35754.3,33841.77
2024-08-16,NIFTY 500,36365.97,34419.28
2024-08-19,NIFTY 500,36503.86,34548.3
2024-08-20,NIFTY 500,36726.55,34758.86
2024-08-21,NIFTY 500,36866.43,34891.12
2024-08-22,NIFTY 500,36980.53,34999.01
2024-08-23,NIFTY 500,36949.74,34962.82
2024-08-26,NIFTY 500,37175.56,35176.48
2024-08-27,NIFTY 500,37243.6,35240.85
2024-08-28,NIFTY 500,37261.15,35257.24
2024-08-29,NIFTY 500,37285.57,35280.35
2024-08-30,NIFTY 500,37449.92,35435.48
2024-09-02,NIFTY 500,37491.24,35474.58
2024-09-03,NIFTY 500,37535.12,35516.07
2024-09-04,NIFTY 500,37472.7,35457.0
2024-09-05,NIFTY 500,37494.75,35477.84
2024-09-06,NIFTY 500,37045.67,35052.68
2024-09-09,NIFTY 500,37084.59,35089.43
2024-09-10,NIFTY 500,37307.88,35299.22
2024-09-11,NIFTY 500,37130.71,35131.45
2024-09-12,NIFTY 500,37724.21,35692.97
2024-09-13,NIFTY 500,37757.92,35724.69
2024-09-16,NIFTY 500,37821.03,35784.4
2024-09-17,NIFTY 500,37824.52,35787.52
2024-09-18,NIFTY 500,37712.14,35681.19
2024-09-19,NIFTY 500,37642.28,35614.93
2024-09-20,NIFTY 500,38179.29,36114.11
2024-09-23,NIFTY 500,38472.29,36391.16
2024-09-24,NIFTY 500,38488.87,36406.85
2024-09-25,NIFTY 500,38460.31,36379.71
2024-09-26,NIFTY 500,38658.58,36567.25
2024-09-27,NIFTY 500,38646.95,36556.25
2024-09-30,NIFTY 500,38261.39,36191.55
2024-10-01,NIFTY 500,38302.54,36230.48
2024-10-03,NIFTY 500,37488.51,35460.48
2024-10-04,NIFTY 500,37140.49,35131.29
2024-10-07,NIFTY 500,36583.47,34602.65
2024-10-08,NIFTY 500,37105.17,35096.11
2024-10-09,NIFTY 500,37242.54,35226.04
2024-10-10,NIFTY 500,37240.29,35223.91
2024-10-11,NIFTY 500,37261.17,35243.61
2024-10-14,NIFTY 500,37443.97,35416.5
2024-10-15,NIFTY 500,37457.6,35429.4
2024-10-16,NIFTY 500,37358.9,35336.05
2024-10-17,NIFTY 500,36891.53,34893.98
2024-10-18,NIFTY 500,36994.04,34990.48
2024-10-21,NIFTY 500,36713.97,34725.58
2024-10-22,NIFTY 500,36008.15,34057.44
2024-10-23,NIFTY 500,36050.23,34097.24
2024-10-24,NIFTY 500,35966.15,34017.71
2024-10-25,NIFTY 500,35510.88,33586.99
2024-10-28,NIFTY 500,35749.31,33614.99
2024-10-29,NIFTY 500,35992.9,33840.76
2024-10-30,NIFTY 500,35921.77,33773.8
2024-10-31,NIFTY 500,35830.98,33687.39
2024-11-01,NIFTY 500,36042.89,33886.63
2024-11-04,NIFTY 500,35561.76,33434.08
2024-11-05,NIFTY 500,35816.9,33672.39
2024-11-06,NIFTY 500,36377.55,34198.19
2024-11-07,NIFTY 500,36023.67,33865.19
2024-11-08,NIFTY 500,35771.65,33627.66
2024-11-11,NIFTY 500,35685.95,33547.1
2024-11-12,NIFTY 500,35275.39,33161.0
2024-11-13,NIFTY 500,34618.08,32543.09
2024-11-14,NIFTY 500,34699.38,32618.33
2024-11-18,NIFTY 500,34599.09,32523.99
2024-11-19,NIFTY 500,34766.49,32679.92
2024-11-21,NIFTY 500,34476.59,32407.43
2024-11-22,NIFTY 500,35116.0,33008.46
2024-11-25,NIFTY 500,35635.18,33496.25
2024-11-26,NIFTY 500,35649.51,33509.17
2024-11-27,NIFTY 500,35853.83,33701.2
2024-11-28,NIFTY 500,35573.8,33437.93
2024-11-29,NIFTY 500,35847.4,33694.46
2024-12-02,NIFTY 500,36082.61,33915.54
2024-12-03,NIFTY 500,36374.88,34172.36
2024-12-04,NIFTY 500,36499.26,34289.19
2024-12-05,NIFTY 500,36781.26,34554.11
2024-12-06,NIFTY 500,36835.17,34604.76
2024-12-09,NIFTY 500,36803.45,34574.95
2024-12-10,NIFTY 500,36839.6,34608.92
2024-12-11,NIFTY 500,36907.95,34673.13
2024-12-12,NIFTY 500,36747.2,34522.11
2024-12-13,NIFTY 500,36909.23,34674.34
2024-12-16,NIFTY 500,36898.98,34664.7
2024-12-17,NIFTY 500,36493.34,34283.62
2024-12-18,NIFTY 500,36238.39,34044.11
2024-12-19,NIFTY 500,35950.45,33773.61
2024-12-20,NIFTY 500,35266.62,33131.18
2024-12-23,NIFTY 500,35413.41,33269.09
2024-12-24,NIFTY 500,35401.02,33256.82
2024-12-26,NIFTY 500,35444.76,33297.92
2024-12-27,NIFTY 500,35468.25,33313.05
2024-12-30,NIFTY 500,35329.04,33182.31
2024-12-31,NIFTY 500,35357.9,33209.41
2025-01-01,NIFTY 500,35526.08,33367.38
2025-01-02,NIFTY 500,36060.05,33868.9
2025-01-03,NIFTY 500,35883.72,33703.28
2025-01-06,NIFTY 500,35120.87,32986.78
2025-01-07,NIFTY 500,35304.55,33159.31
2025-01-08,NIFTY 500,35131.01,32996.31
2025-01-09,NIFTY 500,34838.29,32721.38
2025-01-10,NIFTY 500,34447.06,32353.92
2025-01-13,NIFTY 500,33569.22,31529.42
2025-01-14,NIFTY 500,33944.68,31882.07
2025-01-15,NIFTY 500,34055.47,31986.13
2025-01-16,NIFTY 500,34313.8,32228.59
2025-01-17,NIFTY 500,34278.13,32190.92
2025-01-20,NIFTY 500,34481.71,32382.1
2025-01-21,NIFTY 500,33887.69,31824.23
2025-01-22,NIFTY 500,33829.92,31769.94
2025-01-23,NIFTY 500,34053.66,31980.05
2025-01-24,NIFTY 500,33707.25,31654.72
2025-01-27,NIFTY 500,33062.34,31049.05
2025-01-28,NIFTY 500,33084.22,31068.86
2025-01-29,NIFTY 500,33593.2,31546.41
2025-01-30,NIFTY 500,33676.11,31624.11
2025-01-31,NIFTY 500,34130.93,32046.68
2025-02-01,NIFTY 500,34132.24,32047.91
2025-02-03,NIFTY 500,33849.51,31782.29
2025-02-04,NIFTY 500,34363.72,32265.03
2025-02-05,NIFTY 500,34453.97,32349.66
2025-02-06,NIFTY 500,34279.63,32185.41
2025-02-07,NIFTY 500,34246.84,32151.89
2025-02-10,NIFTY 500,33812.23,31743.82
2025-02-11,NIFTY 500,33146.32,31118.65
2025-02-12,NIFTY 500,33091.14,31063.54
2025-02-13,NIFTY 500,33086.76,31059.17
2025-02-14,NIFTY 500,32659.9,30657.77
2025-02-17,NIFTY 500,32691.24,30686.99
2025-02-18,NIFTY 500,32627.75,30627.1
2025-02-19,NIFTY 500,32817.74,30805.44
2025-02-20,NIFTY 500,32975.85,30953.77
2025-02-21,NIFTY 500,32753.5,30744.93
2025-02-24,NIFTY 500,32402.38,30415.34
2025-02-25,NIFTY 500,32323.82,30341.56
2025-02-27,NIFTY 500,32160.49,30188.25
2025-02-28,NIFTY 500,31473.37,29543.05
2025-03-03,NIFTY 500,31498.76,29566.88
2025-03-04,NIFTY 500,31531.88,29597.97
2025-03-05,NIFTY 500,32068.0,30099.76
2025-03-06,NIFTY 500,32369.7,30382.95
2025-03-07,NIFTY 500,32364.23,30377.74
2025-03-10,NIFTY 500,32084.18,30114.87
2025-03-11,NIFTY 500,32142.17,30169.07
2025-03-12,NIFTY 500,32081.82,30112.43
2025-03-13,NIFTY 500,31942.25,29981.37
2025-03-17,NIFTY 500,32119.96,30148.18
2025-03-18,NIFTY 500,32703.97,30696.14
2025-03-19,NIFTY 500,33033.14,31004.88
2025-03-20,NIFTY 500,33358.7,31310.42
2025-03-21,NIFTY 500,33681.84,31613.28
2025-03-24,NIFTY 500,34100.12,32005.87
2025-03-25,NIFTY 500,33941.26,31856.77
2025-03-26,NIFTY 500,33685.64,31616.56
2025-03-27,NIFTY 500,33895.46,31813.48
2025-03-28,NIFTY 500,33787.56,31712.11
2025-04-01,NIFTY 500,33361.96,31312.65
2025-04-02,NIFTY 500,33670.61,31602.34
2025-04-03,NIFTY 500,33635.56,31569.39
2025-04-04,NIFTY 500,32942.09,30918.49
2025-04-07,NIFTY 500,31834.33,29878.78
2025-04-08,NIFTY 500,32428.26,30436.23
2025-04-09,NIFTY 500,32231.86,30251.9
2025-04-11,NIFTY 500,32859.13,30840.61
2025-04-15,NIFTY 500,33692.8,31623.06
2025-04-16,NIFTY 500,33890.74,31808.83
2025-04-17,NIFTY 500,34329.58,32220.72
2025-04-21,NIFTY 500,34842.91,32702.51
2025-04-22,NIFTY 500,34968.69,32820.56
2025-04-23,NIFTY 500,35210.27,33047.26
2025-04-24,NIFTY 500,35120.1,32962.62
2025-04-25,NIFTY 500,34594.15,32468.86
2025-04-28,NIFTY 500,34999.51,32848.5
2025-04-29,NIFTY 500,35016.37,32864.29
2025-04-30,NIFTY 500,34886.08,32741.98
2025-05-02,NIFTY 500,34848.28,32706.44
2025-05-05,NIFTY 500,35147.86,32987.59
2025-05-06,NIFTY 500,34770.1,32633.05
2025-05-07,NIFTY 500,34953.84,32805.44
2025-05-08,NIFTY 500,34590.6,32464.25
2025-05-09,NIFTY 500,34326.37,32215.94
2025-05-12,NIFTY 500,35650.0,33458.19
2025-05-13,NIFTY 500,35393.94,33217.77
2025-05-14,NIFTY 500,35632.27,33441.31
2025-05-15,NIFTY 500,36090.63,33871.44
2025-05-16,NIFTY 500,36232.61,34002.0
2025-05-19,NIFTY 500,36224.52,33994.4
2025-05-20,NIFTY 500,35780.62,33577.83
2025-05-21,NIFTY 500,36010.7,33793.69
2025-05-22,NIFTY 500,35797.03,33592.91
2025-05-23,NIFTY 500,36092.88,33841.81
2025-05-26,NIFTY 500,36294.53,34030.88
2025-05-27,NIFTY 500,36149.56,33894.83
2025-05-28,NIFTY 500,36105.43,33850.17
2025-05-29,NIFTY 500,36236.36,33972.69
2025-05-30,NIFTY 500,36160.26,33897.29
2025-06-02,NIFTY 500,36211.9,33945.69
2025-06-03,NIFTY 500,36024.39,33768.17
2025-06-04,NIFTY 500,36185.79,33917.61
2025-06-05,NIFTY 500,36386.82,34106.02
2025-06-06,NIFTY 500,36753.75,34447.31
2025-06-09,NIFTY 500,37016.25,34693.34
2025-06-10,NIFTY 500,37032.96,34708.35
2025-06-11,NIFTY 500,37030.15,34705.59
2025-06-12,NIFTY 500,36568.42,34272.71
2025-06-13,NIFTY 500,36348.18,34065.16
2025-06-16,NIFTY 500,36648.19,34262.11
2025-06-17,NIFTY 500,36468.69,34094.14
2025-06-18,NIFTY 500,36379.4,34010.66
2025-06-19,NIFTY 500,36123.39,33771.18
2025-06-20,NIFTY 500,36565.82,34182.75
2025-06-23,NIFTY 500,36507.74,34127.39
2025-06-24,NIFTY 500,36687.65,34294.98
2025-06-25,NIFTY 500,36979.23,34567.52
2025-06-26,NIFTY 500,37329.53,34894.98
2025-06-27,NIFTY 500,37526.73,35071.65
2025-06-30,NIFTY 500,37522.38,35067.49
2025-07-01,NIFTY 500,37519.71,35064.98
2025-07-02,NIFTY 500,37411.42,34963.77
2025-07-03,NIFTY 500,37371.0,34926.0
