date,index_name,total_returns_index,net_total_return_index
2025-07-04,NIFTY 500,37443.2,34989.0
2025-07-07,NIFTY 500,37426.49,34973.13
2025-07-08,NIFTY 500,37461.97,35005.95
2025-07-09,NIFTY 500,37438.19,34983.28
2025-07-10,NIFTY 500,37302.43,34856.21
2025-07-11,NIFTY 500,37005.03,34577.75
2025-07-14,NIFTY 500,37047.2,34617.09
2025-07-15,NIFTY 500,37270.09,34825.07
2025-07-16,NIFTY 500,37309.4,34853.7
2025-07-17,NIFTY 500,37225.68,34775.41
2025-07-18,NIFTY 500,37010.28,34563.05
2025-07-21,NIFTY 500,37174.68,34716.54
2025-07-22,NIFTY 500,37083.15,34631.07
2025-07-23,NIFTY 500,37254.92,34791.22
2025-07-24,NIFTY 500,37054.58,34603.57
2025-07-25,NIFTY 500,36612.62,34187.48
2025-07-28,NIFTY 500,36349.32,33940.79
2025-07-29,NIFTY 500,36605.74,34179.94
2025-07-30,NIFTY 500,36647.67,34219.05
2025-07-31,NIFTY 500,36461.71,34044.79
2025-08-01,NIFTY 500,36086.49,33692.5
2025-08-04,NIFTY 500,36386.17,33971.75
2025-08-05,NIFTY 500,36288.64,33880.46
2025-08-06,NIFTY 500,36081.74,33686.7
2025-08-07,NIFTY 500,36126.45,33728.15
2025-08-08,NIFTY 500,35729.39,33339.62
2025-08-11,NIFTY 500,36032.97,33622.75
2025-08-12,NIFTY 500,35945.46,33537.57
2025-08-13,NIFTY 500,36153.37,33731.2
2025-08-14,NIFTY 500,36135.65,33711.83
2025-08-18,NIFTY 500,36537.05,34086.07
2025-08-19,NIFTY 500,36753.67,34287.81
2025-08-20,NIFTY 500,36875.67,34401.63
2025-08-21,NIFTY 500,36869.09,34394.82
2025-08-22,NIFTY 500,36639.05,34179.7
2025-08-25,NIFTY 500,36737.52,34271.16
2025-08-26,NIFTY 500,36286.08,33529.77
2025-08-28,NIFTY 500,35924.5,33195.56
2025-08-29,NIFTY 500,35799.38,33079.79
2025-09-01,NIFTY 500,36198.88,33448.92
2025-09-02,NIFTY 500,36216.3,33464.92
2025-09-03,NIFTY 500,36439.98,33671.56
2025-09-04,NIFTY 500,36373.3,33608.67
2025-09-05,NIFTY 500,36388.38,33622.6
2025-09-08,NIFTY 500,36467.99,33696.0
2025-09-09,NIFTY 500,36580.32,33799.79
2025-09-10,NIFTY 500,36780.0,33984.23
2025-09-11,NIFTY 500,36825.45,34020.57
2025-09-12,NIFTY 500,36965.52,34149.87
2025-09-15,NIFTY 500,37006.74,34187.87
2025-09-16,NIFTY 500,37251.37,34409.66
2025-09-17,NIFTY 500,37372.44,34521.48
2025-09-18,NIFTY 500,37490.1,34630.09
2025-09-19,NIFTY 500,37439.3,34583.03
2025-09-22,NIFTY 500,37272.18,34428.53
2025-09-23,NIFTY 500,37182.63,34336.06
2025-09-24,NIFTY 500,36948.25,34119.62
2025-09-25,NIFTY 500,36699.82,33890.22
2025-09-26,NIFTY 500,36206.84,33434.97
2025-09-29,NIFTY 500,36248.22,33473.18
2025-09-30,NIFTY 500,36240.26,33465.84
2025-10-01,NIFTY 500,36549.8,33751.68
2025-10-03,NIFTY 500,36708.39,33898.11
2025-10-06,NIFTY 500,36934.66,34107.06
2025-10-07,NIFTY 500,36998.14,34165.67
2025-10-08,NIFTY 500,36838.5,34018.26
2025-10-09,NIFTY 500,37049.58,34213.18
2025-10-10,NIFTY 500,37202.44,34354.3
2025-10-13,NIFTY 500,37134.35,34291.42
2025-10-14,NIFTY 500,36957.77,34128.36
2025-10-15,NIFTY 500,37268.03,34414.39
2025-10-16,NIFTY 500,37565.29,34688.89
2025-10-17,NIFTY 500,37622.31,34741.0
2025-10-20,NIFTY 500,37812.39,34916.12
2025-10-21,NIFTY 500,37881.08,34979.55
2025-10-23,NIFTY 500,37876.13,34974.91
2025-10-24,NIFTY 500,37766.89,34873.77
2025-10-27,NIFTY 500,38030.32,35113.01
2025-10-28,NIFTY 500,37985.14,35071.3
2025-10-29,NIFTY 500,38208.18,35277.23
2025-10-30,NIFTY 500,38030.97,35113.62
2025-10-31,NIFTY 500,37822.45,34921.01
2025-11-03,NIFTY 500,37983.99,35069.82
2025-11-04,NIFTY 500,37768.49,34869.83
2025-11-06,NIFTY 500,37510.82,34631.67
2025-11-07,NIFTY 500,37532.2,34649.02
2025-11-10,NIFTY 500,37656.69,34763.02
2025-11-11,NIFTY 500,37794.11,34889.76
2025-11-12,NIFTY 500,38040.22,35116.96
2025-11-13,NIFTY 500,38007.3,35086.49
2025-11-14,NIFTY 500,38041.15,35116.23
2025-11-17,NIFTY 500,38229.8,35289.52
2025-11-18,NIFTY 500,38023.56,35098.92
2025-11-19,NIFTY 500,38154.25,35219.47
2025-11-20,NIFTY 500,38264.88,35321.53
2025-11-21,NIFTY 500,37970.16,35049.29
2025-11-24,NIFTY 500,37785.5,34878.83
2025-11-25,NIFTY 500,37754.36,34850.09
2025-11-26,NIFTY 500,38234.47,35281.61
2025-11-27,NIFTY 500,38222.54,35270.61
2025-11-28,NIFTY 500,38199.35,35249.21
2025-12-01,NIFTY 500,38182.16,35233.34
2025-12-02,NIFTY 500,38022.2,35085.74
2025-12-03,NIFTY 500,37853.13,34929.72
2025-12-04,NIFTY 500,37892.73,34966.26
2025-12-05,NIFTY 500,38043.05,35104.97
2025-12-08,NIFTY 500,37549.77,34649.78
2025-12-09,NIFTY 500,37533.89,34635.12
2025-12-10,NIFTY 500,37362.36,34476.84
2025-12-11,NIFTY 500,37589.1,34686.07
2025-12-12,NIFTY 500,37869.0,34944.36
2025-12-15,NIFTY 500,37867.37,34942.85
2025-12-16,NIFTY 500,37619.88,34714.48
2025-12-17,NIFTY 500,37501.66,34605.39
2025-12-18,NIFTY 500,37494.35,34597.86
2025-12-19,NIFTY 500,37791.42,34869.71
2025-12-22,NIFTY 500,38094.83,35149.67
2025-12-23,NIFTY 500,38138.72,35190.17
2025-12-24,NIFTY 500,38067.12,35124.11
2025-12-26,NIFTY 500,37955.38,35021.0
2025-12-29,NIFTY 500,37798.74,34876.47
2025-12-30,NIFTY 500,37777.45,34856.83
2025-12-31,NIFTY 500,38101.06,35155.42
2026-01-01,NIFTY 500,38161.77,35211.44
2026-01-02,NIFTY 500,38464.1,35490.4
2026-01-05,NIFTY 500,38399.37,35430.66
2026-01-06,NIFTY 500,38322.83,35360.05
2026-01-07,NIFTY 500,38332.63,35369.09
2026-01-08,NIFTY 500,37795.55,34873.53
2026-01-09,NIFTY 500,37455.92,34560.15
2026-01-12,NIFTY 500,37524.71,34623.63
2026-01-13,NIFTY 500,37477.21,34573.88
2026-01-14,NIFTY 500,37469.5,34566.77
2026-01-16,NIFTY 500,37498.02,34590.11
2026-01-19,NIFTY 500,37319.93,34425.83
2026-01-20,NIFTY 500,36638.57,33797.18
2026-01-21,NIFTY 500,36460.89,33633.21
2026-01-22,NIFTY 500,36738.03,33888.86
2026-01-23,NIFTY 500,36255.23,33443.44
2026-01-27,NIFTY 500,36436.73,33609.94
2026-01-28,NIFTY 500,36856.46,33997.09
2026-01-29,NIFTY 500,36940.9,34074.91
2026-01-30,NIFTY 500,36853.92,33994.39
2026-02-01,NIFTY 500,36106.27,33304.75
2026-02-02,NIFTY 500,36466.76,33636.44
2026-02-03,NIFTY 500,37439.87,34534.0
2026-02-04,NIFTY 500,37582.1,34662.35
2026-02-05,NIFTY 500,37388.0,34482.17
2026-02-06,NIFTY 500,37429.3,34519.0
2026-02-09,NIFTY 500,37830.83,34888.62
2026-02-10,NIFTY 500,37944.59,34993.21
2026-02-11,NIFTY 500,37995.17,35039.04
2026-02-12,NIFTY 500,37785.12,34845.32
2026-02-13,NIFTY 500,37245.02,34346.76
2026-02-16,NIFTY 500,37500.33,34582.03
2026-02-17,NIFTY 500,37608.58,34681.8
2026-02-18,NIFTY 500,37783.04,34840.44
2026-02-19,NIFTY 500,37226.45,34327.2
2026-02-20,NIFTY 500,37384.87,34472.72
2026-02-23,NIFTY 500,37528.69,34605.32
2026-02-24,NIFTY 500,37240.51,34339.59
2026-02-25,NIFTY 500,37399.02,34485.75
2026-02-26,NIFTY 500,37470.48,34551.64
2026-02-27,NIFTY 500,37020.38,34136.6
2026-03-02,NIFTY 500,36491.59,33649.0
2026-03-04,NIFTY 500,35810.62,33021.08
2026-03-05,NIFTY 500,36270.84,33445.45
2026-03-06,NIFTY 500,35926.53,33127.59
2026-03-09,NIFTY 500,35247.72,32501.67
2026-03-10,NIFTY 500,35705.47,32923.76
2026-03-11,NIFTY 500,35225.15,32480.8
