date,NIFTY NEXT 50
2020-11-20,41324.36
2020-11-23,41724.95
2020-11-24,41941.45
2020-11-25,41305.20
2020-11-26,41677.66
2020-11-27,41882.48
2020-12-01,42435.16
2020-12-02,42791.13
2020-12-03,43242.42
2020-12-04,43407.72
2020-12-07,43802.07
2020-12-08,43787.81
2020-12-09,43798.58
2020-12-10,43975.93
2020-12-11,44083.80
2020-12-14,44242.15
2020-12-15,44144.46
2020-12-16,44380.75
2020-12-17,44225.99
2020-12-18,44296.36
2020-12-21,42762.07
2020-12-22,43377.58
2020-12-23,44112.81
2020-12-24,44276.75
2020-12-28,44666.84
2020-12-29,44639.83
2020-12-30,44823.31
2020-12-31,44884.27
2021-01-01,45239.65
2021-01-04,45951.70
2021-01-05,46693.27
2021-01-06,46605.93
2021-01-07,46790.76
2021-01-08,47400.58
2021-01-11,47576.73
2021-01-12,47444.99
2021-01-13,47158.89
2021-01-14,47383.20
2021-01-15,46641.08
2021-01-18,45783.24
2021-01-19,46564.10
2021-01-20,46829.47
2021-01-21,46411.32
2021-01-22,46031.06
2021-01-25,45673.92
2021-01-27,45072.40
2021-01-28,44897.79
2021-01-29,43834.24
2021-02-01,45102.32
2021-02-02,46021.39
2021-02-03,46240.97
2021-02-04,46983.70
2021-02-05,46661.77
2021-02-08,47178.78
2021-02-09,47154.00
2021-02-10,47343.33
2021-02-11,47706.96
2021-02-12,47825.24
2021-02-15,48337.03
2021-02-16,48529.61
2021-02-17,48628.98
2021-02-18,48866.58
2021-02-19,48217.06
2021-02-22,47437.09
2021-02-23,47769.41
2021-02-24,48024.66
2021-02-25,48343.34
2021-02-26,47279.07
2021-03-01,47729.00
2021-03-02,48556.80
2021-03-03,49332.30
2021-03-04,49421.71
2021-03-05,48704.77
2021-03-08,48623.01
2021-03-09,48247.60
2021-03-10,48549.88
2021-03-12,48095.25
2021-03-15,47839.82
2021-03-16,48063.53
2021-03-17,47118.57
2021-03-18,46557.42
2021-03-19,47090.35
2021-03-22,47556.04
2021-03-23,48135.54
2021-03-24,47413.89
2021-03-25,46369.41
2021-03-26,46933.78
2021-03-30,47114.25
2021-03-31,47248.21
2021-04-01,47957.81
2021-04-05,47516.94
2021-04-06,47991.68
2021-04-07,48466.14
2021-04-08,48830.98
2021-04-09,48883.19
2021-04-12,46609.06
2021-04-13,47092.31
2021-04-15,47382.27
2021-04-16,47890.26
2021-04-19,47069.88
2021-04-20,47280.17
2021-04-22,47350.49
2021-04-23,47408.55
2021-04-26,47647.47
2021-04-27,48016.73
2021-04-28,48311.96
2021-04-29,48295.38
2021-04-30,48064.49
2021-05-03,48479.78
2021-05-04,48288.86
2021-05-05,49083.56
2021-05-06,49362.22
2021-05-07,49527.12
2021-05-10,50043.20
2021-05-11,50150.15
2021-05-12,50212.69
2021-05-14,49496.53
2021-05-17,50121.00
2021-05-18,50790.10
2021-05-19,51123.59
2021-05-20,51094.92
2021-05-21,51313.80
2021-05-24,51682.16
2021-05-25,51500.41
2021-05-26,51435.48
2021-05-27,51675.67
2021-05-28,51714.27
2021-05-31,52176.36
2021-06-01,52120.41
2021-06-02,53077.17
2021-06-03,53570.05
2021-06-04,53816.45
2021-06-07,53862.85
2021-06-08,54068.49
2021-06-09,53567.98
2021-06-10,54221.87
2021-06-11,54342.44
2021-06-14,54103.34
2021-06-15,54278.68
2021-06-16,53776.75
2021-06-17,53281.25
2021-06-18,52998.89
2021-06-21,53463.57
2021-06-22,53726.54
2021-06-23,53292.11
2021-06-24,53037.47
2021-06-25,53400.63
2021-06-28,53609.40
2021-06-29,53512.63
2021-06-30,53284.45
2021-07-01,53482.92
2021-07-02,53332.86
2021-07-05,53668.06
2021-07-06,53682.16
2021-07-07,53908.65
2021-07-08,53803.84
2021-07-09,53893.02
2021-07-12,53938.56
2021-07-13,53833.48
2021-07-14,53834.20
2021-07-15,54011.25
2021-07-16,54269.23
2021-07-19,53923.77
2021-07-20,53565.67
2021-07-22,54512.33
2021-07-23,54446.71
2021-07-26,54500.64
2021-07-27,54173.92
2021-07-28,54274.51
2021-07-29,54315.92
2021-07-30,54550.04
2021-08-02,55050.03
2021-08-03,55509.80
2021-08-04,55113.09
2021-08-05,54992.52
2021-08-06,55111.26
2021-08-09,54858.43
2021-08-10,54637.59
2021-08-11,54513.89
2021-08-12,54681.14
2021-08-13,54749.14
2021-08-16,54814.56
2021-08-17,55101.68
2021-08-18,55409.21
2021-08-20,54588.88
2021-08-23,54370.73
2021-08-24,54899.81
2021-08-25,55153.69
2021-08-26,55318.80
2021-08-27,56013.81
2021-08-30,56879.73
2021-08-31,57651.82
2021-09-01,58070.69
2021-09-02,58664.19
2021-09-03,59001.65
2021-09-06,58924.59
2021-09-07,58722.44
2021-09-08,59042.90
2021-09-09,59300.30
2021-09-13,59484.66
2021-09-14,59671.05
2021-09-15,59906.98
2021-09-16,60332.42
2021-09-17,59836.95
2021-09-20,58724.05
2021-09-21,59237.89
2021-09-22,59560.07
2021-09-23,60225.82
2021-09-24,59718.31
2021-09-27,59549.30
2021-09-28,59137.53
2021-09-29,58819.05
2021-09-30,58781.34
2021-10-01,58961.36
2021-10-04,59857.11
2021-10-05,60096.60
2021-10-06,59523.89
2021-10-07,60150.44
2021-10-08,60011.28
2021-10-11,60280.92
2021-10-12,60735.40
2021-10-13,61324.04
2021-10-14,61851.21
2021-10-18,62004.77
2021-10-19,61141.23
2021-10-20,60083.41
2021-10-21,59639.15
2021-10-22,58808.96
2021-10-25,58297.42
2021-10-26,58985.81
2021-10-27,59294.12
2021-10-28,58037.45
2021-10-29,58381.27
2021-11-01,59119.99
2021-11-02,59146.07
2021-11-03,59483.03
2021-11-04,59797.78
2021-11-08,60584.16
2021-11-09,60838.02
2021-11-10,60944.13
2021-11-11,60689.59
2021-11-12,61428.90
2021-11-15,61594.97
2021-11-16,61495.05
2021-11-17,61429.37
2021-11-18,60560.22
2021-11-22,59434.04
2021-11-23,60327.73
2021-11-24,60005.59
2021-11-25,60523.04
2021-11-26,58693.88
2021-11-29,58155.63
2021-11-30,58014.94
2021-12-01,58348.42
2021-12-02,58926.26
2021-12-03,58808.20
2021-12-06,57673.86
2021-12-07,58547.13
2021-12-08,59305.57
2021-12-09,59430.61
2021-12-10,59661.26
2021-12-13,59372.55
2021-12-14,59566.79
2021-12-15,59074.93
2021-12-16,58871.14
2021-12-17,57503.45
2021-12-20,55876.87
2021-12-21,56930.76
2021-12-22,57711.88
2021-12-23,58328.58
2021-12-24,57719.60
2021-12-27,57872.00
2021-12-28,58393.38
2021-12-29,58260.58
2021-12-30,57849.64
2021-12-31,58740.65
2022-01-03,59202.28
2022-01-04,59211.52
2022-01-05,59495.49
2022-01-06,59341.32
2022-01-07,59587.19
2022-01-10,59820.88
2022-01-11,59794.48
2022-01-12,60240.30
2022-01-13,60508.83
2022-01-14,60596.53
2022-01-17,60824.13
2022-01-18,59774.03
2022-01-19,59731.83
2022-01-20,59690.18
2022-01-21,58697.12
2022-01-24,56517.78
2022-01-25,57050.31
2022-01-27,56077.03
2022-01-28,56541.62
2022-01-31,57187.39
2022-02-01,58179.98
2022-02-02,58796.02
2022-02-03,58491.29
2022-02-04,58461.79
2022-02-07,58070.52
2022-02-08,57802.58
2022-02-09,58456.54
2022-02-10,58700.43
2022-02-11,57848.05
2022-02-14,55916.48
2022-02-15,57272.51
2022-02-16,57160.27
2022-02-17,57313.01
2022-02-18,56707.01
2022-02-21,55966.32
2022-02-22,55854.17
2022-02-23,56323.96
2022-02-24,53163.30
2022-02-25,55175.08
2022-02-28,55791.72
2022-03-02,55808.16
2022-03-03,55733.77
2022-03-04,54385.12
2022-03-07,52953.94
2022-03-08,53752.02
2022-03-09,54591.30
2022-03-10,55648.59
2022-03-11,55922.46
2022-03-14,55717.00
2022-03-15,55197.41
2022-03-16,56447.39
2022-03-17,57280.20
2022-03-21,56549.42
2022-03-22,56645.23
2022-03-23,56768.23
2022-03-24,56875.81
2022-03-25,56898.91
2022-03-28,56720.93
2022-03-29,56996.24
2022-03-30,57360.36
2022-03-31,57445.19
2022-04-01,58337.52
2022-04-04,59269.85
2022-04-05,59758.14
2022-04-06,59977.85
2022-04-07,59801.57
2022-04-08,60726.33
2022-04-11,61330.50
2022-04-12,60637.28
2022-04-13,60723.53
2022-04-18,60507.54
2022-04-19,59404.79
2022-04-20,59701.89
2022-04-21,60461.05
2022-04-22,60011.55
2022-04-25,58834.04
2022-04-26,60215.07
2022-04-27,59421.76
2022-04-28,60234.43
2022-04-29,59462.52
2022-05-02,59248.91
2022-05-04,57545.02
2022-05-05,57647.52
2022-05-06,56429.00
2022-05-09,55338.82
2022-05-10,54102.01
2022-05-11,54039.84
2022-05-12,52683.66
2022-05-13,52448.26
2022-05-16,53240.52
2022-05-17,54602.04
2022-05-18,54631.77
2022-05-19,53136.97
2022-05-20,53932.80
2022-05-23,53464.38
2022-05-24,53014.55
2022-05-25,52113.78
2022-05-26,52835.03
2022-05-27,53192.29
2022-05-30,54459.52
2022-05-31,54509.84
2022-06-01,53997.92
2022-06-02,54281.50
2022-06-03,53502.73
2022-06-06,53347.02
2022-06-07,52899.36
2022-06-08,52734.13
2022-06-09,53160.60
2022-06-10,52676.87
2022-06-13,51536.61
2022-06-14,51700.96
2022-06-15,51813.77
2022-06-16,50741.24
2022-06-17,49927.68
2022-06-20,49559.83
2022-06-21,50925.57
2022-06-22,50004.50
2022-06-23,50599.35
2022-06-24,51264.65
2022-06-27,51637.25
2022-06-28,51713.98
2022-06-29,51352.73
2022-06-30,51121.08
2022-07-01,51675.36
2022-07-04,52197.31
2022-07-05,52250.94
2022-07-06,53135.66
2022-07-07,53593.29
2022-07-08,53749.97
2022-07-11,54597.34
2022-07-12,54414.78
2022-07-13,54395.82
2022-07-14,54370.97
2022-07-15,54585.43
2022-07-18,55317.63
2022-07-19,55585.24
2022-07-20,55687.36
2022-07-21,56515.02
2022-07-22,56305.55
2022-07-25,56246.00
2022-07-26,55539.51
2022-07-27,55996.23
2022-07-28,56668.07
2022-07-29,57381.42
2022-08-01,58223.24
2022-08-02,58477.14
2022-08-03,58252.71
2022-08-04,58548.51
2022-08-05,58491.47
2022-08-08,58786.01
2022-08-10,58582.10
2022-08-11,59114.91
2022-08-12,59278.01
2022-08-16,60213.41
2022-08-17,60825.04
2022-08-18,61201.40
2022-08-19,60579.05
2022-08-22,59460.71
2022-08-23,59750.11
2022-08-24,60106.43
2022-08-25,60124.19
2022-08-26,60436.12
2022-08-29,60075.16
2022-08-30,61389.15
2022-09-01,61395.71
2022-09-02,61282.98
2022-09-05,61211.62
2022-09-06,61608.98
2022-09-07,61824.99
2022-09-08,61990.68
2022-09-09,61952.08
2022-09-12,62690.40
2022-09-13,63101.93
2022-09-14,63389.36
2022-09-15,63782.78
2022-09-16,61928.80
2022-09-19,62132.41
2022-09-20,62830.92
2022-09-21,61827.34
2022-09-22,62103.08
2022-09-23,60990.26
2022-09-26,59333.93
2022-09-27,59490.92
2022-09-28,59120.09
2022-09-29,58931.07
2022-09-30,59543.82
2022-10-03,58176.67
2022-10-04,59538.12
2022-10-06,60010.68
2022-10-07,59910.83
2022-10-10,59413.19
2022-10-11,58320.56
2022-10-12,58788.31
2022-10-13,58212.81
2022-10-14,58001.85
2022-10-17,58378.34
2022-10-18,58980.73
2022-10-19,58908.96
2022-10-20,59479.73
2022-10-21,58689.87
2022-10-24,58878.75
2022-10-25,58882.67
2022-10-27,59563.86
2022-10-28,59274.75
2022-10-31,59897.81
2022-11-01,60509.37
2022-11-02,60382.02
2022-11-03,60460.28
2022-11-04,60572.19
2022-11-07,60835.31
2022-11-09,60716.09
2022-11-10,60123.57
2022-11-11,60701.11
2022-11-14,61025.58
2022-11-15,61127.76
2022-11-16,60679.89
2022-11-17,60223.15
2022-11-18,59894.46
2022-11-21,59565.24
2022-11-22,59708.26
2022-11-23,59822.27
2022-11-24,60051.68
2022-11-25,60217.31
2022-11-28,60349.33
2022-11-29,60655.48
2022-11-30,61415.70
2022-12-01,61654.06
2022-12-02,61742.73
2022-12-05,61636.90
2022-12-06,61582.03
2022-12-07,61702.93
2022-12-08,61950.68
2022-12-09,61571.35
2022-12-12,61583.01
2022-12-13,61481.00
2022-12-14,61766.03
2022-12-15,61213.57
2022-12-16,60429.44
2022-12-19,61029.99
2022-12-20,60911.57
2022-12-21,59940.69
2022-12-22,59501.67
2022-12-23,57291.03
2022-12-26,58639.05
2022-12-27,59238.90
2022-12-28,59410.47
2022-12-29,59397.95
2022-12-30,59306.73
2023-01-02,59392.09
2023-01-03,59653.39
2023-01-04,58847.84
2023-01-05,59254.49
2023-01-06,58819.91
2023-01-09,59295.57
2023-01-10,59079.89
2023-01-11,58888.14
2023-01-12,59013.24
2023-01-13,59257.22
2023-01-16,59218.87
2023-01-17,59269.94
2023-01-18,59274.93
2023-01-19,59069.78
2023-01-20,58848.16
2023-01-23,58939.26
2023-01-24,58790.81
2023-01-25,57315.08
2023-01-27,55181.33
2023-01-30,54552.24
2023-01-31,55123.37
2023-02-01,54231.59
2023-02-02,54103.27
2023-02-03,54096.12
2023-02-06,54396.34
2023-02-07,54311.70
2023-02-08,54799.32
2023-02-09,54526.82
2023-02-10,54495.66
2023-02-13,53710.22
2023-02-14,53650.74
2023-02-15,54031.10
2023-02-16,54420.92
2023-02-17,54082.27
2023-02-20,53913.30
2023-02-21,53813.37
2023-02-22,53053.41
2023-02-23,52825.83
2023-02-24,52782.55
2023-02-27,52288.48
2023-02-28,52428.35
2023-03-01,53039.30
2023-03-02,53009.68
2023-03-03,53491.66
2023-03-06,53917.41
2023-03-08,54129.51
2023-03-09,53734.01
2023-03-10,53609.27
2023-03-13,52921.91
2023-03-14,52613.10
2023-03-15,52582.79
2023-03-16,52899.72
2023-03-17,53192.77
2023-03-20,52814.41
2023-03-21,53118.86
2023-03-22,53462.80
2023-03-23,53245.36
2023-03-24,52848.14
2023-03-27,52574.13
2023-03-28,52078.85
2023-03-29,52500.46
2023-03-31,53231.02
2023-04-03,53362.81
2023-04-05,53648.69
2023-04-06,53779.26
2023-04-10,53933.77
2023-04-11,54050.51
2023-04-12,54306.28
2023-04-13,54215.88
2023-04-17,54450.75
2023-04-18,54651.65
2023-04-19,54164.09
2023-04-20,54186.18
2023-04-21,54116.31
2023-04-24,54321.86
2023-04-25,54556.49
2023-04-26,54767.50
2023-04-27,54914.83
2023-04-28,55650.28
2023-05-02,56016.90
2023-05-03,56116.43
2023-05-04,56469.92
2023-05-05,56463.00
2023-05-08,56848.67
2023-05-09,56789.80
2023-05-10,57111.22
2023-05-11,57555.54
2023-05-12,57462.71
2023-05-15,57735.91
2023-05-16,57816.17
2023-05-17,57491.32
2023-05-18,56919.47
2023-05-19,57117.87
2023-05-22,57649.37
2023-05-23,57771.74
2023-05-24,57734.71
2023-05-25,58057.67
2023-05-26,58721.71
2023-05-29,59060.64
2023-05-30,59089.83
2023-05-31,59235.32
2023-06-01,59387.54
2023-06-02,59644.07
2023-06-05,59742.64
2023-06-06,60018.42
2023-06-07,60598.94
2023-06-08,60197.20
2023-06-09,60139.65
2023-06-12,60425.69
2023-06-13,61000.94
2023-06-14,61142.72
2023-06-15,61163.30
2023-06-16,61787.56
2023-06-19,61686.01
2023-06-20,61913.79
2023-06-21,61884.66
2023-06-22,61153.87
2023-06-23,60376.70
2023-06-26,60621.23
2023-06-27,60883.40
2023-06-28,61268.02
2023-06-30,61670.74
2023-07-03,61916.81
2023-07-04,61681.87
2023-07-05,62174.97
2023-07-06,62547.20
2023-07-07,62039.34
2023-07-10,61715.69
2023-07-11,62182.31
2023-07-12,62340.35
2023-07-13,61938.51
2023-07-14,62410.41
2023-07-17,62589.70
2023-07-18,62322.34
2023-07-19,62652.16
2023-07-20,62562.43
2023-07-21,62337.49
2023-07-24,62326.26
2023-07-25,62653.20
2023-07-26,62879.96
2023-07-27,63069.33
2023-07-28,63748.68
2023-07-31,63918.90
2023-08-01,63888.00
2023-08-02,63016.54
2023-08-03,62690.09
2023-08-04,63188.58
2023-08-07,63292.23
2023-08-08,63292.75
2023-08-09,63447.08
2023-08-10,63063.15
2023-08-11,62918.74
2023-08-14,62132.34
2023-08-16,62133.75
2023-08-17,61979.71
2023-08-18,61689.68
2023-08-21,62188.06
2023-08-22,62598.49
2023-08-23,62628.88
2023-08-24,62860.02
2023-08-25,62272.45
2023-08-28,62609.86
2023-08-29,62981.32
2023-08-30,63198.62
2023-08-31,62735.66
2023-09-01,63278.39
2023-09-04,63845.18
2023-09-05,63976.67
2023-09-06,64279.00
2023-09-07,64605.56
2023-09-08,65130.21
2023-09-11,65801.02
2023-09-12,64289.19
2023-09-13,64487.04
2023-09-14,64933.07
2023-09-15,65046.99
2023-09-18,65010.50
2023-09-20,64437.90
2023-09-21,63887.83
2023-09-22,63809.84
2023-09-25,63661.49
2023-09-26,63785.68
2023-09-27,63875.68
2023-09-28,62934.48
2023-09-29,63623.68
2023-10-03,63835.70
2023-10-04,62951.50
2023-10-05,63105.25
2023-10-06,63501.87
2023-10-09,62734.30
2023-10-10,63580.67
2023-10-11,63906.81
2023-10-12,64055.08
2023-10-13,63982.00
2023-10-16,64167.29
2023-10-17,64400.83
2023-10-18,63741.80
2023-10-19,63535.88
2023-10-20,62932.87
2023-10-23,61713.83
2023-10-25,61337.95
2023-10-26,60738.73
2023-10-27,61935.63
2023-10-30,62033.30
2023-10-31,62192.21
2023-11-01,61858.84
2023-11-02,62802.60
2023-11-03,63415.58
2023-11-06,63939.45
2023-11-07,64464.00
2023-11-08,64890.38
2023-11-09,64567.76
2023-11-10,64665.56
2023-11-12,64974.95
2023-11-13,65036.79
2023-11-15,65657.45
2023-11-16,65892.24
2023-11-17,66256.01
2023-11-20,66084.32
2023-11-21,66086.26
2023-11-22,65835.71
2023-11-23,66025.89
2023-11-24,65929.96
2023-11-28,66713.90
2023-11-29,67174.45
2023-11-30,67928.23
2023-12-01,68587.42
2023-12-04,69914.85
2023-12-05,70639.92
2023-12-06,71460.35
2023-12-07,72030.75
2023-12-08,71589.63
2023-12-11,72340.66
2023-12-12,71878.84
2023-12-13,72529.97
2023-12-14,73452.21
2023-12-15,73497.36
2023-12-18,73983.48
2023-12-19,74105.37
2023-12-20,71923.30
2023-12-21,72879.61
2023-12-22,73478.47
2023-12-26,74172.77
2023-12-27,74519.89
2023-12-28,74921.43
2023-12-29,75459.98
2024-01-01,75551.91
2024-01-02,75364.75
2024-01-03,75934.63
2024-01-04,76896.00
2024-01-05,76804.49
2024-01-08,76003.35
2024-01-09,76331.12
2024-01-10,76496.66
2024-01-11,77229.30
2024-01-12,77437.71
2024-01-15,77711.77
2024-01-16,77542.40
2024-01-17,76678.55
2024-01-18,76313.79
2024-01-19,77389.72
2024-01-20,77415.50
2024-01-23,75389.14
2024-01-24,76681.49
2024-01-25,76799.48
2024-01-29,77819.22
2024-01-30,77559.68
2024-01-31,78228.92
2024-02-01,78528.92
2024-02-02,79139.36
2024-02-05,78756.75
2024-02-06,79895.34
2024-02-07,81203.63
2024-02-08,81594.61
2024-02-09,81287.01
2024-02-12,79726.60
2024-02-13,80532.46
2024-02-14,81635.64
2024-02-15,82362.56
2024-02-16,82929.08
2024-02-19,83019.92
2024-02-20,83118.68
2024-02-21,82669.99
2024-02-22,83537.22
2024-02-23,83764.64
2024-02-26,83828.07
2024-02-27,83760.25
2024-02-28,82679.31
2024-02-29,83534.63
2024-03-01,84264.45
2024-03-02,84656.62
2024-03-04,84883.94
2024-03-05,84936.52
2024-03-06,84704.18
2024-03-07,85437.56
2024-03-11,85419.53
2024-03-12,84096.78
2024-03-13,80941.67
2024-03-14,82882.97
2024-03-15,82229.47
2024-03-18,82743.90
2024-03-19,81309.03
2024-03-20,81562.17
2024-03-21,83455.83
2024-03-22,83850.93
2024-03-26,84718.78
2024-03-27,84874.89
2024-03-28,85914.21
2024-04-01,87345.98
2024-04-02,88223.91
2024-04-03,88464.33
2024-04-04,88089.89
2024-04-05,88851.18
2024-04-08,89272.74
2024-04-09,88989.99
2024-04-10,89743.05
2024-04-12,89377.98
2024-04-15,87876.19
2024-04-16,87946.14
2024-04-18,87849.32
2024-04-19,87705.76
2024-04-22,88833.52
2024-04-23,88996.34
2024-04-24,89674.94
2024-04-25,90280.15
2024-04-26,90889.71
2024-04-29,91390.62
2024-04-30,91975.16
2024-05-02,93545.87
2024-05-03,93214.06
2024-05-06,92033.35
2024-05-07,90616.03
2024-05-08,91816.28
2024-05-09,89870.17
2024-05-10,90611.53
2024-05-13,91207.09
2024-05-14,92571.96
2024-05-15,93052.37
2024-05-16,94011.36
2024-05-17,95123.93
2024-05-18,95906.28
2024-05-21,96735.21
2024-05-22,96883.91
2024-05-23,97580.85
2024-05-24,97883.56
2024-05-27,98029.66
2024-05-28,97192.05
2024-05-29,96518.40
2024-05-30,95508.43
2024-05-31,95755.87
2024-06-03,100141.25
2024-06-04,90784.99
2024-06-05,94774.22
2024-06-06,96743.92
2024-06-07,98166.09
2024-06-10,98906.90
2024-06-11,98813.42
2024-06-12,99555.74
2024-06-13,100464.99
2024-06-14,101959.18
2024-06-18,102602.43
2024-06-19,101455.10
2024-06-20,101590.51
2024-06-21,100876.23
2024-06-24,101628.71
2024-06-25,101229.55
2024-06-26,101052.19
2024-06-27,101200.90
2024-06-28,101490.43
2024-07-01,102446.54
2024-07-02,101893.52
2024-07-03,102996.73
2024-07-04,103499.62
2024-07-05,104206.83
2024-07-08,104323.53
2024-07-09,104827.05
2024-07-10,104875.22
2024-07-11,105104.70
2024-07-12,104647.23
2024-07-15,105548.82
2024-07-16,104916.37
2024-07-18,103767.87
2024-07-19,101287.99
2024-07-22,102584.01
2024-07-23,101687.81
2024-07-24,102000.77
2024-07-25,102519.81
2024-07-26,104230.40
2024-07-29,105495.23
2024-07-30,105392.32
2024-07-31,106222.33
2024-08-01,105521.48
2024-08-02,104180.06
2024-08-05,100787.29
2024-08-06,99857.41
2024-08-07,102867.84
2024-08-08,102050.37
2024-08-09,103340.10
2024-08-12,102935.67
2024-08-13,101764.05
2024-08-14,101833.78
2024-08-16,103691.57
2024-08-19,104299.33
2024-08-20,105153.08
2024-08-21,105458.95
2024-08-22,106149.31
2024-08-23,105792.60
2024-08-26,106311.88
2024-08-27,106425.85
2024-08-28,106757.98
2024-08-29,106493.28
2024-08-30,107060.39
2024-09-02,107139.99
2024-09-03,107250.76
2024-09-04,107303.21
2024-09-05,107353.56
2024-09-06,105897.30
2024-09-09,106055.03
2024-09-10,106289.26
2024-09-11,105745.50
2024-09-12,107297.27
2024-09-13,107270.50
2024-09-16,107322.77
2024-09-17,107032.50
2024-09-18,106571.66
2024-09-19,105836.99
2024-09-20,107347.75
2024-09-23,109090.80
2024-09-24,109227.73
2024-09-25,108824.72
2024-09-26,109634.77
2024-09-27,110667.73
2024-09-30,109646.40
2024-10-01,109915.63
2024-10-03,107304.20
2024-10-04,106126.57
2024-10-07,103657.65
2024-10-08,106093.90
2024-10-09,107246.61
2024-10-10,107062.16
2024-10-11,107204.90
2024-10-14,107593.52
2024-10-15,107889.53
2024-10-16,107659.60
2024-10-17,105254.68
2024-10-18,105654.19
2024-10-21,104228.03
2024-10-22,101203.42
2024-10-23,100813.80
2024-10-24,100730.67
2024-10-25,99162.19
2024-10-28,99615.85
2024-10-29,100338.24
2024-10-30,99954.17
2024-10-31,99456.97
2024-11-01,100152.61
2024-11-04,98754.87
2024-11-05,99294.32
2024-11-06,101559.62
2024-11-07,100492.82
2024-11-08,99296.53
2024-11-11,99580.57
2024-11-12,97412.31
2024-11-13,95494.66
2024-11-14,95938.34
2024-11-18,96028.44
2024-11-19,96465.42
2024-11-21,95027.79
2024-11-22,96808.95
2024-11-25,98723.23
2024-11-26,98978.87
2024-11-27,99922.95
2024-11-28,100021.02
2024-11-29,100693.86
2024-12-02,101316.70
2024-12-03,102350.86
2024-12-04,102855.02
2024-12-05,103199.84
2024-12-06,103987.66
2024-12-09,103514.56
2024-12-10,104067.44
2024-12-11,104346.06
2024-12-12,104047.71
2024-12-13,103881.62
2024-12-16,104151.61
2024-12-17,102774.10
2024-12-18,101438.67
2024-12-19,100549.79
2024-12-20,97812.00
2024-12-23,98077.23
2024-12-24,98109.10
2024-12-26,98548.78
2024-12-27,97681.48
2024-12-30,96978.55
2024-12-31,96871.08
2025-01-01,97240.94
2025-01-02,98460.10
2025-01-03,98586.64
2025-01-06,95458.27
2025-01-07,95375.76
2025-01-08,94611.63
2025-01-09,93407.09
2025-01-10,91554.72
2025-01-13,87600.07
2025-01-14,89883.40
2025-01-15,90674.81
2025-01-16,91992.67
2025-01-17,92689.53
2025-01-20,92764.45
2025-01-21,90342.26
2025-01-22,89576.06
2025-01-23,90479.65
2025-01-24,89046.59
2025-01-27,86534.41
2025-01-28,86792.58
2025-01-29,88545.23
2025-01-30,88622.09
2025-01-31,89962.99
2025-02-01,90498.47
2025-02-03,89267.70
2025-02-04,90641.81
2025-02-05,91235.18
2025-02-06,90556.60
2025-02-07,90580.88
2025-02-10,88924.81
2025-02-11,86697.74
2025-02-12,86695.94
2025-02-13,86886.29
2025-02-14,84926.35
2025-02-17,84767.48
2025-02-18,84790.44
2025-02-19,85798.80
2025-02-20,87061.40
2025-02-21,86245.07
2025-02-24,85226.42
2025-02-25,84598.72
2025-02-27,83820.91
2025-02-28,81410.53
2025-03-03,82243.31
2025-03-04,82699.90
2025-03-05,84804.02
2025-03-06,85763.74
2025-03-07,85390.20
2025-03-10,84133.97
2025-03-11,84564.98
2025-03-12,84569.87
2025-03-13,84139.82
2025-03-17,84753.97
2025-03-18,86986.46
2025-03-19,88407.78
2025-03-20,88915.65
2025-03-21,89701.19
2025-03-24,90817.93
2025-03-25,89484.14
2025-03-26,89164.62
2025-03-27,90566.08
2025-03-28,90002.01
2025-04-01,89043.92
2025-04-02,90064.66
2025-04-03,90094.05
2025-04-04,87761.66
2025-04-07,85016.78
2025-04-08,86817.67
2025-04-09,86613.61
2025-04-11,87768.57
2025-04-15,90482.39
2025-04-16,91088.05
2025-04-17,91740.58
2025-04-21,93383.40
2025-04-22,93586.41
2025-04-23,94230.68
2025-04-24,94089.57
2025-04-25,91825.31
2025-04-28,92865.50
2025-04-29,92649.74
2025-04-30,92102.24
2025-05-02,91996.44
2025-05-05,93391.63
2025-05-06,91132.82
2025-05-07,91577.46
2025-05-08,89615.30
2025-05-09,89282.26
2025-05-12,92925.59
2025-05-13,92917.21
2025-05-14,93595.43
2025-05-15,94574.82
2025-05-16,95792.03
2025-05-19,96258.82
2025-05-20,94487.64
2025-05-21,95592.37
2025-05-22,95275.00
2025-05-23,95839.40
2025-05-26,96234.24
2025-05-27,95974.86
2025-05-28,95696.99
2025-05-29,95836.39
2025-05-30,95361.44
2025-06-02,95759.30
2025-06-03,95233.59
2025-06-04,95511.85
2025-06-05,95912.54
2025-06-06,97131.79
2025-06-09,98346.97
2025-06-10,98459.95
2025-06-11,98244.67
2025-06-12,96481.21
2025-06-13,95702.45
2025-06-16,96407.06
2025-06-17,95727.34
2025-06-18,95430.53
2025-06-19,94086.60
2025-06-20,95368.95
2025-06-23,95441.00
2025-06-24,96302.53
2025-06-25,96760.13
2025-06-26,97654.90
2025-06-27,98256.56
2025-06-30,98673.36
2025-07-01,98576.15
2025-07-02,98289.53
2025-07-03,97754.78
2025-07-04,98115.09
2025-07-07,98283.87
2025-07-08,98274.16
2025-07-09,98215.71
2025-07-10,97994.45
2025-07-11,97196.59
2025-07-14,97654.41
2025-07-15,98286.34
2025-07-16,98490.81
2025-07-17,98263.29
2025-07-18,97580.68
2025-07-21,97981.59
2025-07-22,97625.14
2025-07-23,97793.92
2025-07-24,97572.44
2025-07-25,96099.08
2025-07-28,95574.43
2025-07-29,96466.42
2025-07-30,96546.53
2025-07-31,96101.33
